alpha,k,model_utility,forget_Q_A_gibberish,acceptance,tok_per_s,tok_per_s_ci_lo,tok_per_s_ci_hi,speedup_vs_k1,algo_speedup_2_over_fwd_per_tok,theory_tok_per_s,forwards_per_token,forwards_per_sec,mean_drafted_per_round,draft_truncated_frac,acceptance_over_proposed,vram_peak_mb,mu_dev_from_k1,mu_seed_sd_k1,mu_z_vs_seeds,gib_dev_from_k1,gib_seed_sd_k1,gib_z_vs_seeds
0.5,1,0.5298476480437548,0.8462986911227927,0.7638853009558254,19.622090144322687,19.094984350799244,20.25355140837424,1.0,1.0,18.9117342264542,2.0,39.244172047829025,1.0,0.0,0.7638853009558254,4970.689453125,0.0,,,0.0,,
0.5,2,0.536012853264874,0.8271022601763253,0.7670693277310925,21.791526101034695,21.065105187502066,22.59865704552561,1.1105609005338148,1.1672030651340997,22.21022101000934,1.7134978991596639,37.33973955460129,1.9767335766423357,0.023266423357664233,0.6741287791368566,4980.96435546875,0.0061652052211191855,,,-0.01919643094646739,,
0.5,4,0.5282988545293406,0.8516267988889012,0.7668446478515129,20.41839355898422,19.52489257592421,21.453250291884178,1.0405819873828237,1.0928035565434844,21.215473453529228,1.8301550978896517,37.36883528432087,3.8733920108327693,0.07041299932295193,0.5271805628386645,4938.8876953125,-0.0015487935144142817,,,0.005328107766108592,,
0.5,8,0.5308314970625406,0.8472357177664526,0.7592732778198334,15.591939606645994,14.420548697443683,16.907026000093712,0.7946115572788383,0.8157678056813504,16.252001249289695,2.4516780217007317,38.2264139956832,7.304273504273504,0.18205128205128204,0.35209454715656446,4969.22216796875,0.0009838490187857873,,,0.0009370266436599106,,
0.5,16,0.5288530039300855,0.835109236582648,0.7555099948744234,9.58300217434422,8.871780776691601,10.411534452285474,0.488378256539449,0.5393972905722975,10.765438171498078,3.707842132239877,35.53225814770053,12.546816479400748,0.41947565543071164,0.22,4974.1142578125,-0.0009946441136693407,,,-0.011189454540144639,,
0.5,32,0.5281104388793486,0.8103463304566685,0.7703189300411523,7.582885726502335,6.926234647829723,8.333679073963928,0.386446381131131,0.3926876073123927,7.430377390516256,5.0931069958847734,38.62044539308522,18.94159113796576,0.7472306143001007,0.1592322824179914,5026.46484375,-0.0017372091644062282,,,-0.03595236066612417,,
0.5,64,0.5398232463084899,0.8364673435536679,0.7759590792838875,5.976172119453868,5.350604138530659,6.6780396953285255,0.30456348306925757,0.33734523963590873,6.270032857219189,5.9286445012787725,35.430597693595104,22.775384615384617,0.9917948717948718,0.1366297397099883,5125.2939453125,0.009975598264735042,,,-0.009831347569124738,,
0.5,128,0.5292740816107948,0.8326539249008056,0.7685233841303205,5.613184170484345,5.061688527885481,6.2772927875601985,0.286064538955776,0.31846707388503054,6.082182586731317,6.280084077771939,35.25126964006156,23.439672801635993,0.9969325153374233,0.12759553306578258,5508.87255859375,-0.0005735664329600265,,,-0.01364476622198707,,
0.5,256,0.5292740816107948,0.8326539249008056,0.7647218453188602,5.823727231562495,5.207317728049687,6.581761903593114,0.29679443875389033,0.3123278382845277,6.075038882504679,6.403527815468114,37.29239835304682,23.52910602910603,1.0,0.12449745968632649,5644.6416015625,-0.0005735664329600265,,,-0.01364476622198707,,
0.8,1,0.494511521718101,0.8471770840825047,0.9034749034749034,19.52635158442709,18.988385663821433,20.187592252025745,1.0,1.0,18.9117342264542,2.0,39.052703055208056,1.0,0.0,0.9034749034749034,4986.83544921875,0.0,,,0.0,,
0.8,2,0.49596444999410466,0.8391867182590067,0.9072032812099462,25.474155180827807,24.449835422194013,26.63815073235696,1.304603938461514,1.270477120990067,23.861592813499232,1.5742117405793385,40.10171377524233,1.9767329132331557,0.0232670867668444,0.8678273663560568,4950.14111328125,0.0014529282760036843,,,-0.007990365823497991,,
0.8,4,0.4918374357551148,0.8262404931883793,0.8981481481481481,28.076943904146045,26.826706170245835,29.455160149331963,1.4379001516360248,1.355412236360467,25.881206305922586,1.4755658436213992,41.42938229274838,3.8742565845369583,0.06711979609175871,0.7657894736842106,4970.2001953125,-0.0026740859629861835,,,-0.020936590894125362,,
0.8,8,0.49873465817638996,0.8239082454383606,0.8915912031047866,23.21914430376481,22.02669537539964,24.52561317884636,1.1891184179169878,1.2277636594663277,23.971156880158507,1.6289780077619664,37.8234684529084,7.339072847682119,0.176158940397351,0.6219094026349035,4958.94775390625,0.0042231364582889785,,,-0.023268838644144085,,
0.8,16,0.49122659325237644,0.831421304976102,0.9016053858104609,20.274734419763057,18.915001145648752,21.835522877078095,1.0383268134909969,1.0125852123754588,18.991191870743556,1.9751424132573796,40.04548427842006,13.047882136279926,0.3775322283609576,0.49146083274523644,4951.6083984375,-0.003284928465724535,,,-0.01575577910640269,,
0.8,32,0.49789234563547835,0.8480378628405743,0.9029126213592233,13.846921110531405,12.858846129526098,15.042441359745704,0.7091402124283567,0.7406741573033707,13.56896446827515,2.700242718446602,37.390043863142694,21.02970297029703,0.6772277227722773,0.3502824858757062,5130.67822265625,0.0033808239173773735,,,0.0008607787580695581,,
