alpha,k,model_utility,forget_Q_A_gibberish,acceptance,tok_per_s,tok_per_s_ci_lo,tok_per_s_ci_hi,speedup_vs_k1,algo_speedup_2_over_fwd_per_tok,theory_tok_per_s,forwards_per_token,forwards_per_sec,mean_drafted_per_round,draft_truncated_frac,acceptance_over_proposed,vram_peak_mb,mu_dev_from_k1,mu_seed_sd_k1,mu_z_vs_seeds,gib_dev_from_k1,gib_seed_sd_k1,gib_z_vs_seeds
0.5,1,0.55301990359528,0.8442840724182316,0.7878092323386892,17.538573569458567,17.13962792903754,17.851303534042387,1.0,1.0,17.635888204573583,2.0,35.07714108328517,1.0,0.0,0.7878092323386892,4958.9482421875,0.0,0.0019831292733815476,1.1672660304027986,0.0,0.01144564306951836,0.5418961499499895
0.5,2,0.5477600726414052,0.8155542066530325,0.7905480984340044,20.718365215693805,20.437041017096625,21.012875062607797,1.1813027515403238,1.1892251413368806,21.034624590449177,1.6817673378076063,34.8434680084936,1.9713438735177866,0.02865612648221344,0.7085213032581453,4966.28662109375,-0.005259830953874722,0.0019831292733815476,-1.4850224635822065,-0.028729865765199092,0.01144564306951836,-1.968217575482483
0.5,4,0.5515553397477766,0.8379320389300119,0.7932555123216601,20.46477517117192,19.87534170219137,21.073853800220352,1.1668437624145784,1.1639492753623188,20.722766467926764,1.7182879377431906,35.16436847204342,3.849194729136164,0.07540263543191801,0.5815899581589958,5004.44873046875,-0.001464563847503375,0.0019831292733815476,0.42875449352953,-0.006352033488219666,0.01144564306951836,-0.013077777651875152
0.5,8,0.5538979151139323,0.8532682371814735,0.7757475083056479,15.262940208913557,14.610547060925878,15.977608270771565,0.8702498038661612,0.8638048547172068,16.769252913482543,2.3153377630121814,35.33885452756097,7.231299212598425,0.2047244094488189,0.3813801551653736,4949.162109375,0.0008780115186522996,0.0019831292733815476,1.6100064661562137,0.00898416476324193,0.01144564306951836,1.3268380451911792
0.5,16,0.555371141140001,0.8423244543571491,0.7938748335552597,10.735611607178395,10.169840018024926,11.32271894166076,0.6121142956502029,0.6076051779935274,11.59971041814048,3.2916111850865515,35.33745698965464,12.840985442329227,0.40313549832026874,0.259963373157757,5004.44873046875,0.0023512375447209966,0.0019831292733815476,2.352885937425686,-0.0019596180610824687,0.01144564306951836,0.37068531896564266
0.5,32,0.5469970441657235,0.8621815836866153,0.7882136279926335,7.052190231449305,6.564908386082348,7.603655957012695,0.40209599734666523,0.40109745159077714,7.968299723462364,4.986319389634307,35.164472249975184,19.98892580287929,0.7253599114064231,0.16598337950138503,5044.078125,-0.006022859429556493,0.0019831292733815476,-1.8697822903486618,0.017897511268383792,0.01144564306951836,2.105592585325283
0.5,64,0.5531059509698733,0.8434452579496429,0.8005326231691079,6.048542092648782,5.47856777185371,6.684213546723834,0.3448708111121209,0.36677085368235984,6.942810351057509,5.452996005326232,32.98267362616759,23.203309692671393,0.9822695035460993,0.1531329597554763,5133.8564453125,8.604737459327882e-05,0.0019831292733815476,1.2106557255418122,-0.0008388144685886889,0.01144564306951836,0.4686093574566441
0.5,128,0.5513715674556658,0.8481544267432765,0.8002180430635051,6.643641663105454,6.083444649704507,7.245240977680035,0.37880171022999276,0.378169449598021,7.192582808884162,5.2886345053148,35.135789941429486,22.294117647058822,1.0,0.15809595606052448,5244.18115234375,-0.001648336139614126,0.0019831292733815476,0.3360866606366242,0.0038703543250449,0.01144564306951836,0.8800470342242243
0.5,256,0.5513803548946874,0.8469368980801665,0.8002180430635051,6.806139144374498,6.373623253089532,7.278898216648436,0.38806685831204746,0.378169449598021,7.192582808884162,5.2886345053148,35.995185059660855,22.294117647058822,1.0,0.15809595606052448,5244.18115234375,-0.0016395487005925746,0.0019831292733815476,0.3405177580640589,0.002652825661934921,0.01144564306951836,0.7736721756238841
0.8,1,0.5297466362719577,0.834109393444378,0.9009287925696594,17.818975582462013,17.67711364103229,17.968496813463908,1.0,1.0,17.635888204573583,2.0,35.63794734250043,1.0,0.0,0.9009287925696594,4966.287109375,0.0,0.003145055812177874,0.5507647886083125,0.0,0.01139749288736391,-0.4618123608899807
0.8,2,0.539195564961137,0.8512514924630523,0.9158620689655173,22.340705350840363,22.11461674818362,22.550991382438642,1.253759243759713,1.2710378681626928,22.377450553500893,1.5735172413793104,35.15347907893448,1.9754825247782994,0.024517475221700575,0.8766833905466068,4969.22265625,0.009448928689179237,0.003145055812177874,3.5551403079845763,0.01714209901867436,0.01139749288736391,1.0422113036195484
0.8,4,0.5313124596972557,0.8334812667174265,0.9049022234128047,24.17405084411409,23.75196323650795,24.60159832569532,1.3566464992469567,1.370159662323362,24.565646223182537,1.4596839003482454,35.28646862036319,3.847864768683274,0.07562277580071175,0.7810404624277457,4954.54443359375,0.0015658234252979852,0.003145055812177874,1.0486330360444973,-0.0006281267269514501,0.01139749288736391,-0.5169233167079779
0.8,8,0.5264620947124025,0.8321732908877312,0.9118524545701112,22.90238685290569,22.10841638060321,23.724380681498772,1.2852807809808622,1.3009880028228653,23.40521930614946,1.5372931922972606,35.207680591548666,7.2986822840409955,0.17423133235724744,0.6744232698094282,4991.2392578125,-0.003284541559555265,0.003145055812177874,-0.4935860133193649,-0.0019361025566467793,0.01139749288736391,-0.6316832768695189
0.8,16,0.5301209799277907,0.8419197813223582,0.9179373440532298,19.626724526074593,18.424914651692895,20.903720235707134,1.1014507784270058,1.1103586270586425,19.57161044369952,1.8012198502911005,35.352051365763415,12.972043010752689,0.3720430107526882,0.5489058355437666,4994.17431640625,0.0003743436558329982,0.003145055812177874,0.6697908657874562,0.007810387877980274,0.01139749288736391,0.22346008939068046
0.8,32,0.5336082590051737,0.8404875682410784,0.9052851909994767,12.665292202937732,11.761093793706367,13.638155812032174,0.71077555184504,0.725237191650854,14.84601832659582,2.757718472004186,34.927308781268884,21.425531914893618,0.6723404255319149,0.3435948361469712,5035.7607421875,0.003861622733215997,0.003145055812177874,1.7786039634374287,0.006378174796700442,0.01139749288736391,0.09779972746427054
0.8,64,0.5331985806146542,0.8622263790061697,0.904323570432357,11.633773955469193,10.601411925928453,12.7906578901521,0.6528868004577948,0.62784588441331,13.227009739117717,3.185495118549512,37.05933225054316,24.954545454545453,0.9727272727272728,0.295264116575592,5132.63330078125,0.003451944342696467,0.003145055812177874,1.6483428758811358,0.028116985561791763,0.01139749288736391,2.005132417199269
0.8,128,0.532854748114689,0.8430930083664134,0.9063250600480385,11.004996049190186,10.006336021674432,12.156195458591494,0.6175998164575546,0.6218055094590109,12.867105396945927,3.2164398185214838,35.39690973112505,25.84187082405345,0.9977728285077951,0.2926829268292683,5360.3798828125,0.003108111842731298,0.003145055812177874,1.5390181069425926,0.008983614922035477,0.01139749288736391,0.32639738056950873
0.8,256,0.5313338201145656,0.8532842921791598,0.9138566912539515,11.522825652986528,10.404630690597225,12.798027310876249,0.6466603873865594,0.6601165116076864,12.743928539550465,3.029768177028451,34.91148885767702,25.934426229508198,1.0,0.3132562759617121,5495.1708984375,0.00158718384260792,0.003145055812177874,1.055424781115356,0.019174898734781842,0.01139749288736391,1.2205662924049496
0.9,1,0.5249145411544172,0.8373316564736888,0.9525681341719078,17.809447177568934,17.682255952123867,17.948346067854857,1.0,1.0,17.635888204573583,2.0,35.618894628836834,1.0,0.0,0.9525681341719078,4948.67333984375,0.0,0.001962689823918981,0.6303903816592469,0.0,0.006930181768363544,0.6558749539190973
0.9,2,0.5247484096137996,0.8703150995390024,0.9529109589041096,22.983736268215335,22.78029583113083,23.201255312837567,1.2905361990777253,1.2915591596019167,22.869225963540107,1.54851598173516,35.590690010730995,1.974780701754386,0.025219298245614034,0.9269850083287062,4939.8662109375,-0.000166131540617509,0.001962689823918981,0.5457455546504699,0.032983443065313645,0.006930181768363544,5.415265712742177
0.9,4,0.5221049393822699,0.8493603188078851,0.9616613418530351,26.58764890442532,26.17299648973499,26.995152201870233,1.4928958007137112,1.5045063088323654,26.15553108994996,1.329339723109691,35.34401841598204,3.8617332035053553,0.07497565725413827,0.9107413010590015,4995.64208984375,-0.0028096017721472855,0.001962689823918981,-0.8011153702466971,0.012028662334196305,0.006930181768363544,2.391567138661993
0.9,8,0.526387767236816,0.8511034002597444,0.9549407114624506,26.484699902934317,25.823330069446556,27.13162694187218,1.4871152169333979,1.5020779734811003,26.709981620375352,1.3314888010540185,35.26407579577962,7.310855263157895,0.16776315789473684,0.8152980877390327,4999.5556640625,0.0014732260823988597,0.001962689823918981,1.3810062275483392,0.013771743786055612,0.006930181768363544,2.6430874465154637
0.9,16,0.5210304538944137,0.8536425903066993,0.9502200220022002,23.54013848295006,22.357307593720996,24.787551994073024,1.3217781690943755,1.3355371900826447,24.6342680930788,1.4975247524752475,35.25193642868427,13.25392670157068,0.3507853403141361,0.6824017380999408,4973.1357421875,-0.0038840872600034437,0.001962689823918981,-1.3485709461413589,0.01631093383301052,0.006930181768363544,3.009483326425335
0.9,32,0.5237860067286012,0.8499009325064253,0.951797603195739,18.781299801771787,17.3729354813503,20.2794390413894,1.0545694998004713,1.0691913439635534,20.811010682517853,1.870572569906791,35.1317867144427,22.335548172757473,0.6345514950166113,0.5316079131340176,4994.173828125,-0.0011285344258159524,0.001962689823918981,0.05539660930526239,0.012569276032736498,0.006930181768363544,2.4695757272690204
0.9,64,0.5264226269855049,0.869415590200806,0.9467618002195389,17.21239958743988,15.707248756077787,18.928607428374733,0.9664757932025516,0.9220647773279352,18.92425842385115,2.1690450054884742,37.33447704808231,25.976109215017065,0.9658703071672355,0.4532912889239259,5095.44921875,0.0015080858310877465,0.001962689823918981,1.3987674388533844,0.032083933727117264,0.006930181768363544,5.285469789884473
0.9,128,0.524492777926529,0.8419922915881034,0.9493775933609958,16.56936123721704,14.988143206706264,18.32702690420288,0.9303692064112026,0.929903536977492,18.824566545667587,2.1507607192254494,35.636726316358796,26.570921985815602,1.0,0.45802749232617107,5241.24853515625,-0.0004217632278881167,0.001962689823918981,0.415499968131772,0.004660635114414613,0.006930181768363544,1.3283876339891252
0.9,256,0.5247207494121667,0.8304329717764631,0.9493775933609958,16.399677221689334,14.816519207146014,18.17721092954958,0.9208414533127558,0.929903536977492,18.824566545667587,2.1507607192254494,35.271776409147165,26.570921985815602,1.0,0.45802749232617107,5241.24853515625,-0.0001937917422504265,0.001962689823918981,0.5316525475457166,-0.006898684697225654,0.006930181768363544,-0.33958013338010246
